,name,genre,type,anime_name,anime_size,popularity,combined,id
4480,yosuganosorainsolitudewhereweareleastalone,"['drama', ' ecchi', ' harem', ' romance']",TV,Yosuga no Sora: In Solitude  Where We Are Least Alone ,small,veryhigh, yosuganosorainsolitudewhereweareleastalone drama  ecchi  harem  romance TV small veryhigh ,4478
4481,hackintermezzo,"['adventure', ' fantasy', ' game', ' magic', ' mystery', ' sci-fi']",Special, hack//Intermezzo,tiny,high, hackintermezzo adventure  fantasy  game  magic  mystery  sci-fi Special tiny high ,4479
4482,akaiito,"['drama', ' romance', ' slice of life']",Special,Akai Ito,tiny,moderate, akaiito drama  romance  slice of life Special tiny moderate ,4480
4483,alien9,"['horror', ' school', ' sci-fi']",OVA,Alien 9,small,high, alien9 horror  school  sci-fi OVA small high ,4481
4484,ashitaefreekick,['sports'],TV,Ashita e Free Kick,medium,moderate, ashitaefreekick sports TV medium moderate ,4482
4485,bakutenshootbeybladethemoviegekitoutakaovsdaichi,"['action', ' adventure', ' comedy', ' sci-fi', ' shounen', ' sports']",Movie,Bakuten Shoot Beyblade the Movie: Gekitou   Takao vs  Daichi,tiny,moderate, bakutenshootbeybladethemoviegekitoutakaovsdaichi action  adventure  comedy  sci-fi  shounen  sports Movie tiny moderate ,4483
4486,burnupexcess,"['action', ' adventure', ' comedy', ' ecchi', ' police', ' sci-fi', ' shounen']",TV,Burn Up Excess,small,moderate, burnupexcess action  adventure  comedy  ecchi  police  sci-fi  shounen TV small moderate ,4484
4487,chouyakuhyakuninisshuutakoisaketokikoushimurasakikishikibutokintou,"['historical', ' josei']",Special,Chouyaku Hyakuninisshu: Uta Koi  - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,tiny,moderate, chouyakuhyakuninisshuutakoisaketokikoushimurasakikishikibutokintou historical  josei Special tiny moderate ,4485
4488,dancewithdevils,"['demons', ' harem', ' romance', ' shoujo', ' supernatural']",TV,Dance with Devils,small,high, dancewithdevils demons  harem  romance  shoujo  supernatural TV small high ,4486
4489,galacticpatrollensman,"['action', ' adventure', ' sci-fi']",TV,Galactic Patrol Lensman,small,low, galacticpatrollensman action  adventure  sci-fi TV small low ,4487
4490,gekiganger3themovie,"['action', ' comedy', ' mecha', ' parody', ' sci-fi', ' shounen']",OVA,Gekiganger 3: The Movie,tiny,moderate, gekiganger3themovie action  comedy  mecha  parody  sci-fi  shounen OVA tiny moderate ,4488
4491,gingashippuusasuraiger,"['action', ' adventure', ' mecha']",TV,Ginga Shippuu Sasuraiger,small,low, gingashippuusasuraiger action  adventure  mecha TV small low ,4489
4492,hakuoukiotogisoushi,"['fantasy', ' historical', ' josei', ' samurai']",TV,Hakuouki: Otogisoushi,small,moderate, hakuoukiotogisoushi fantasy  historical  josei  samurai TV small moderate ,4490
4493,hikarinomegami,"['action', ' fantasy']",Special,Hikari no Megami,tiny,moderate, hikarinomegami action  fantasy Special tiny moderate ,4491
4494,jagainukun,"['adventure', ' fantasy', ' kids', ' shoujo', ' slice of life']",TV,Jagainu-kun,small,moderate, jagainukun adventure  fantasy  kids  shoujo  slice of life TV small moderate ,4492
4495,kerokerochime,"['adventure', ' comedy', ' fantasy']",TV,Kero Kero Chime,small,low, kerokerochime adventure  comedy  fantasy TV small low ,4493
4496,kishinhoukoudemonbanetv,"['action', ' ecchi', ' harem', ' magic', ' mecha', ' romance', ' shounen']",TV,Kishin Houkou Demonbane (TV),small,high, kishinhoukoudemonbanetv action  ecchi  harem  magic  mecha  romance  shounen TV small high ,4494
4497,kuroganenolinebarrelsspecials,"['action', ' comedy', ' ecchi', ' mecha']",Special,Kurogane no Linebarrels Specials,small,moderate, kuroganenolinebarrelsspecials action  comedy  ecchi  mecha Special small moderate ,4495
4498,kurokamiintermission,"['action', ' martial arts', ' super power']",Special,Kurokami: Intermission,tiny,moderate, kurokamiintermission action  martial arts  super power Special tiny moderate ,4496
4499,kyousougigatvrecaps,"['action', ' fantasy', ' supernatural']",Special,Kyousou Giga (TV) Recaps,small,moderate, kyousougigatvrecaps action  fantasy  supernatural Special small moderate ,4497
4500,massuguniikou,"['comedy', ' josei', ' romance', ' slice of life']",TV,Massugu ni Ikou ,small,moderate, massuguniikou comedy  josei  romance  slice of life TV small moderate ,4498
4501,mastermosquiton99,"['action', ' adventure', ' comedy', ' supernatural', ' vampire']",TV,Master Mosquiton 99,small,moderate, mastermosquiton99 action  adventure  comedy  supernatural  vampire TV small moderate ,4499
4502,natsuironosunadokei,"['drama', ' romance', ' sci-fi']",OVA,Natsu-iro no Sunadokei,small,moderate, natsuironosunadokei drama  romance  sci-fi OVA small moderate ,4500
4503,nijiirodaysova,"['comedy', ' romance', ' school', ' shoujo', ' slice of life']",OVA,Nijiiro Days OVA,tiny,moderate, nijiirodaysova comedy  romance  school  shoujo  slice of life OVA tiny moderate ,4501
4504,pokemonpikapikahoshizoracamp,"['adventure', ' comedy', ' fantasy', ' kids']",Movie,Pokemon: Pika Pika Hoshizora Camp,tiny,high, pokemonpikapikahoshizoracamp adventure  comedy  fantasy  kids Movie tiny high ,4502
4505,puchimaspetitidolmstertakatsukigolddensetsuspecialharukasanmatsuri,"['comedy', ' music', ' slice of life']",Special,Puchimas : Petit iDOLM STER - Takatsuki Gold Densetsu Special   Haruka-san Matsuri,small,moderate, puchimaspetitidolmstertakatsukigolddensetsuspecialharukasanmatsuri comedy  music  slice of life Special small moderate ,4503
4506,qualideacode,"['action', ' magic', ' supernatural']",TV,Qualidea Code,small,high, qualideacode action  magic  supernatural TV small high ,4504
4507,sengokuotomemomoiroparadox,"['action', ' comedy', ' historical', ' samurai', ' sci-fi', ' super power']",TV,Sengoku Otome: Momoiro Paradox,small,high, sengokuotomemomoiroparadox action  comedy  historical  samurai  sci-fi  super power TV small high ,4505
4508,setondoubutsukirisunobanner,"['drama', ' kids']",TV,Seton Doubutsuki: Risu no Banner,small,low, setondoubutsukirisunobanner drama  kids TV small low ,4506
4509,shakugannoshanafriagnetomariannenonazenanishananandemoshitsumonbako2,"['comedy', ' fantasy', ' supernatural']",Special,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana  Nandemo Shitsumonbako  2,small,moderate, shakugannoshanafriagnetomariannenonazenanishananandemoshitsumonbako2 comedy  fantasy  supernatural Special small moderate ,4507
4510,shugocharaparty,"['comedy', ' magic', ' school', ' shoujo']",TV,Shugo Chara  Party ,small,high, shugocharaparty comedy  magic  school  shoujo TV small high ,4508
4511,taihoshichauzoinamerica,"['action', ' comedy', ' police', ' shounen']",Special,Taiho Shichau zo in America,tiny,moderate, taihoshichauzoinamerica action  comedy  police  shounen Special tiny moderate ,4509
4512,teekyuu2specials,"['comedy', ' school', ' shounen', ' sports']",Special,Teekyuu 2 Specials,small,moderate, teekyuu2specials comedy  school  shounen  sports Special small moderate ,4510
4513,tokkou,"['action', ' comedy', ' horror', ' mystery', ' police', ' supernatural']",TV,Tokkou,small,high, tokkou action  comedy  horror  mystery  police  supernatural TV small high ,4511
4514,toukagettan,"['drama', ' romance', ' supernatural']",TV,Touka Gettan,small,high, toukagettan drama  romance  supernatural TV small high ,4512
4515,umimonogatarianatagaitekuretakotoshinjiaukokoro,"['comedy', ' fantasy', ' supernatural']",Special,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,tiny,moderate, umimonogatarianatagaitekuretakotoshinjiaukokoro comedy  fantasy  supernatural Special tiny moderate ,4513
4516,windaria,"['action', ' drama', ' fantasy', ' romance', ' sci-fi']",Movie,Windaria,tiny,moderate, windaria action  drama  fantasy  romance  sci-fi Movie tiny moderate ,4514
4517,yokuwakarugendaimahou00,"['comedy', ' magic']",Special,Yokuwakaru Gendaimahou 00,tiny,moderate, yokuwakarugendaimahou00 comedy  magic Special tiny moderate ,4515
4518,yuushaexkaiser,"['action', ' mecha', ' sci-fi', ' shounen']",TV,Yuusha Exkaiser,small,low, yuushaexkaiser action  mecha  sci-fi  shounen TV small low ,4516
4519,bombermanbdamanbakugaidenv,"['sci-fi', ' shounen']",TV,Bomberman B-Daman Bakugaiden V,small,low, bombermanbdamanbakugaidenv sci-fi  shounen TV small low ,4517
4520,digicharatsummerspecial2000,['comedy'],Special,Di Gi Charat Summer Special 2000,small,moderate, digicharatsummerspecial2000 comedy Special small moderate ,4518
4521,eatman,"['action', ' adventure', ' sci-fi', ' shounen', ' super power']",TV,Eat-Man,small,moderate, eatman action  adventure  sci-fi  shounen  super power TV small moderate ,4519
4522,fushigimahoufunfunpharmacy,"['kids', ' magic']",TV,Fushigi Mahou Fun Fun Pharmacy,small,low, fushigimahoufunfunpharmacy kids  magic TV small low ,4520
4523,gallforce1eternalstory,"['action', ' adventure', ' mecha', ' military', ' sci-fi', ' space']",Movie,Gall Force 1: Eternal Story,tiny,moderate, gallforce1eternalstory action  adventure  mecha  military  sci-fi  space Movie tiny moderate ,4521
4524,grenadierhohoeminosenshispecials,"['comedy', ' ecchi', ' parody']",Special,Grenadier: Hohoemi no Senshi Specials,small,moderate, grenadierhohoeminosenshispecials comedy  ecchi  parody Special small moderate ,4522
4525,hananomahoutsukaimarybell,"['adventure', ' fantasy', ' magic', ' shoujo']",TV,Hana no Mahoutsukai Mary Bell,small,moderate, hananomahoutsukaimarybell adventure  fantasy  magic  shoujo TV small moderate ,4523
4526,naruenosekai,"['comedy', ' romance', ' sci-fi']",TV,Narue no Sekai,small,high, naruenosekai comedy  romance  sci-fi TV small high ,4524
4527,ngknightramuneamp40dxwakuwakujikuuhonoonodaisousasen,"['adventure', ' comedy', ' fantasy', ' shounen']",OVA,NG Knight Ramune  amp  40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,small,low, ngknightramuneamp40dxwakuwakujikuuhonoonodaisousasen adventure  comedy  fantasy  shounen OVA small low ,4525
4528,ojisantomarshmallow,"['comedy', ' slice of life']",TV,Ojisan to Marshmallow,small,high, ojisantomarshmallow comedy  slice of life TV small high ,4526
4529,onkyoseimeitainoiseman,"['action', ' fantasy', ' sci-fi']",Movie,Onkyo Seimeitai Noiseman,tiny,moderate, onkyoseimeitainoiseman action  fantasy  sci-fi Movie tiny moderate ,4527
4530,otogijuushiakazukinova,"['adventure', ' comedy', ' fantasy', ' magic']",OVA,Otogi Juushi Akazukin OVA,tiny,moderate, otogijuushiakazukinova adventure  comedy  fantasy  magic OVA tiny moderate ,4528
4531,pokemonmeloettanokirakirarecital,"['adventure', ' comedy', ' fantasy', ' kids', ' music']",Movie,Pokemon: Meloetta no Kirakira Recital,tiny,moderate, pokemonmeloettanokirakirarecital adventure  comedy  fantasy  kids  music Movie tiny moderate ,4529
4532,pokemonpikachunofuyuyasumi,"['adventure', ' comedy', ' fantasy', ' kids']",OVA,Pokemon: Pikachu no Fuyuyasumi,small,moderate, pokemonpikachunofuyuyasumi adventure  comedy  fantasy  kids OVA small moderate ,4530
4533,precureallstarsmovieharunocarnivalimakokokara,"['fantasy', ' magic', ' music', ' shoujo']",Music,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,tiny,low, precureallstarsmovieharunocarnivalimakokokara fantasy  magic  music  shoujo Music tiny low ,4531
4534,puchimaspetitidolmsterepisode0,"['comedy', ' music', ' slice of life']",OVA,Puchimas : Petit iDOLM STER Episode 0,tiny,moderate, puchimaspetitidolmsterepisode0 comedy  music  slice of life OVA tiny moderate ,4532
4535,r15,"['comedy', ' ecchi', ' harem', ' romance', ' school']",TV,R-15,small,high, r15 comedy  ecchi  harem  romance  school TV small high ,4533
4536,ringnikakero1,"['action', ' shounen', ' sports']",TV,Ring ni Kakero 1,small,moderate, ringnikakero1 action  shounen  sports TV small moderate ,4534
4537,romeonoaoisoraspecials,"['adventure', ' drama', ' historical', ' slice of life']",Special,Romeo no Aoi Sora Specials,small,low, romeonoaoisoraspecials adventure  drama  historical  slice of life Special small low ,4535
4538,sanshasanyouspecials,"['comedy', ' school', ' slice of life']",Special,Sansha Sanyou Specials,small,moderate, sanshasanyouspecials comedy  school  slice of life Special small moderate ,4536
4539,toheart,"['drama', ' harem', ' romance', ' school', ' slice of life']",TV,To Heart,small,high, toheart drama  harem  romance  school  slice of life TV small high ,4537
4540,travafistplanet,"['action', ' comedy', ' mecha', ' sci-fi', ' space']",OVA,Trava: Fist Planet,small,moderate, travafistplanet action  comedy  mecha  sci-fi  space OVA small moderate ,4538
4541,uforobogrendizerakaiyuuhinotaiketsu,"['mecha', ' sci-fi']",Movie,UFO Robo Grendizer: Akai Yuuhi no Taiketsu,tiny,low, uforobogrendizerakaiyuuhinotaiketsu mecha  sci-fi Movie tiny low ,4539
4542,vivanamida,['music'],Music,Viva Namida,tiny,moderate, vivanamida music Music tiny moderate ,4540
4543,12saichicchanamunenotokimeki,"['romance', ' school', ' shoujo']",TV,12-sai : Chicchana Mune no Tokimeki,small,high, 12saichicchanamunenotokimeki romance  school  shoujo TV small high ,4541
4544,akaneironisomarusaka,"['comedy', ' harem', ' romance', ' school']",TV,Akaneiro ni Somaru Saka,small,high, akaneironisomarusaka comedy  harem  romance  school TV small high ,4542
4545,anemone,"['drama', ' magic', ' supernatural']",OVA,Anemone,tiny,moderate, anemone drama  magic  supernatural OVA tiny moderate ,4543
4546,atarashiisekai,['music'],Music,Atarashii Sekai,tiny,moderate, atarashiisekai music Music tiny moderate ,4544
4547,bannoubunkanekomusume1998,"['action', ' adventure', ' comedy', ' mecha', ' sci-fi', ' seinen']",TV,Bannou Bunka Neko-Musume (1998),small,moderate, bannoubunkanekomusume1998 action  adventure  comedy  mecha  sci-fi  seinen TV small moderate ,4545
4548,beastwarsneo,"['action', ' adventure', ' mecha', ' shounen', ' super power']",TV,Beast Wars Neo,small,moderate, beastwarsneo action  adventure  mecha  shounen  super power TV small moderate ,4546
4549,candycandyharunoyobigoe,"['drama', ' shoujo', ' slice of life']",Movie,Candy Candy: Haru no Yobigoe,tiny,low, candycandyharunoyobigoe drama  shoujo  slice of life Movie tiny low ,4547
4550,finalapproach,"['comedy', ' drama', ' romance', ' slice of life']",TV,Final Approach,small,high, finalapproach comedy  drama  romance  slice of life TV small high ,4548
4551,girlsbravofirstseason,"['comedy', ' ecchi', ' fantasy', ' harem', ' romance', ' school']",TV,Girls Bravo: First Season,small,high, girlsbravofirstseason comedy  ecchi  fantasy  harem  romance  school TV small high ,4549
4552,girlsundpanzernihonsenshadourenmeinews,['comedy'],Special,Girls und Panzer: Nihon Senshadou Renmei News,small,moderate, girlsundpanzernihonsenshadourenmeinews comedy Special small moderate ,4550
4553,glassnokantailalegendeduventdel039univers,"['adventure', ' sci-fi']",TV,Glass no Kantai: La Legende du Vent de l  039 Univers,small,moderate, glassnokantailalegendeduventdel039univers adventure  sci-fi TV small moderate ,4551
4554,guitarwomottashounenkikaidervsinazuman,"['sci-fi', ' shounen']",Special,Guitar wo Motta Shounen: Kikaider vs  Inazuman,tiny,low, guitarwomottashounenkikaidervsinazuman sci-fi  shounen Special tiny low ,4552
4555,joshikouseigirl039shigh,"['comedy', ' drama', ' ecchi', ' school', ' slice of life']",TV,Joshikousei: Girl  039 s High,small,high, joshikouseigirl039shigh comedy  drama  ecchi  school  slice of life TV small high ,4553
4556,jumping,['adventure'],Movie,Jumping,tiny,moderate, jumping adventure Movie tiny moderate ,4554
4557,jungletaitei,"['adventure', ' kids', ' shounen']",TV,Jungle Taitei,medium,moderate, jungletaitei adventure  kids  shounen TV medium moderate ,4555
4558,karakurinokimi,"['action', ' comedy', ' fantasy', ' historical', ' horror', ' martial arts', ' samurai', ' shounen', ' supernatural']",OVA,Karakuri no Kimi,tiny,moderate, karakurinokimi action  comedy  fantasy  historical  horror  martial arts  samurai  shounen  supernatural OVA tiny moderate ,4556
4559,kmpferfrdieliebe,"['action', ' comedy', ' ecchi', ' shoujo ai', ' super power']",Special,Kämpfer für die Liebe,small,high, kmpferfrdieliebe action  comedy  ecchi  shoujo ai  super power Special small high ,4557
4560,koregawatashinogoshujinsama,"['comedy', ' ecchi', ' slice of life']",TV,Kore ga Watashi no Goshujinsama,small,high, koregawatashinogoshujinsama comedy  ecchi  slice of life TV small high ,4558
4561,kyoushiroutotowanosora,"['drama', ' magic', ' romance', ' shounen']",TV,Kyoushirou to Towa no Sora,small,high, kyoushiroutotowanosora drama  magic  romance  shounen TV small high ,4559
4562,makenki,"['action', ' ecchi', ' harem', ' martial arts', ' school', ' super power']",TV,Maken-Ki ,small,veryhigh, makenki action  ecchi  harem  martial arts  school  super power TV small veryhigh ,4560
4563,miracletrainoedoseneyoukoso,"['fantasy', ' shoujo']",TV,Miracle☆Train: Oedo-sen e Youkoso,small,high, miracletrainoedoseneyoukoso fantasy  shoujo TV small high ,4561
4564,morinodensetsu,"['adventure', ' drama', ' fantasy', ' music']",Movie,Mori no Densetsu,tiny,moderate, morinodensetsu adventure  drama  fantasy  music Movie tiny moderate ,4562
4565,moritasanwamukuchi,"['comedy', ' school', ' slice of life']",OVA,Morita-san wa Mukuchi,tiny,moderate, moritasanwamukuchi comedy  school  slice of life OVA tiny moderate ,4563
